,School Name,School ID,Network,Category,Category Breakdown,Grade,Year,Read,Math,Science,English,Composite,Read.1,Math.1,Science.1,English.1,Composite.1,Community
15950,NORTH LAWNDALE - CHRISTIANA HS,400058.0,Charter,LEP,Is Not LEP,11th Grade,2016.0,14.4,16.5,15.8,14.4,15.3,92,92,91,92,91,29
15957,NORTH LAWNDALE - COLLINS HS,400059.0,Charter,LEP,Is Not LEP,11th Grade,2016.0,13.9,15.5,15.7,12.7,14.5,79,80,79,80,79,29
15976,NORTH-GRAND HS,609691.0,Network 5,LEP,LEP,11th Grade,2016.0,12.9,15.1,15.4,11.1,13.6,39,39,39,39,39,23
15977,NORTH-GRAND HS,609691.0,Network 5,LEP,Is Not LEP,11th Grade,2016.0,15.7,16.6,17.7,15.7,16.4,159,159,159,159,159,23
15999,NORTHSIDE PREP HS,609749.0,Network 1,LEP,Is Not LEP,11th Grade,2016.0,30.2,28.9,28.7,30.1,29.5,253,253,253,253,253,13
16007,OGDEN HS,610529.0,Network 6,LEP,Is Not LEP,11th Grade,2016.0,20.4,18.6,20.2,20.0,19.8,83,83,83,83,83,24
16008,OGDEN HS,610529.0,Network 6,LEP,LEP,11th Grade,2016.0,,,,,,1,1,1,1,1,24
16011,OMBUDSMAN - NORTHWEST HS,610569.0,Options,LEP,Is Not LEP,11th Grade,2016.0,16.2,15.6,15.5,15.2,15.6,21,21,21,21,21,66
16013,OMBUDSMAN - SOUTH HS,610570.0,Options,LEP,Is Not LEP,11th Grade,2016.0,14.5,14.7,14.5,12.9,14.1,43,44,43,44,43,9
16014,OMBUDSMAN - SOUTH HS,610570.0,Options,LEP,LEP,11th Grade,2016.0,,,,,,2,2,2,2,2,9
16017,OMBUDSMAN - WEST HS,610571.0,Options,LEP,LEP,11th Grade,2016.0,,,,,,1,1,1,1,1,3
16018,OMBUDSMAN - WEST HS,610571.0,Options,LEP,Is Not LEP,11th Grade,2016.0,14.6,15.3,15.0,12.8,14.4,31,31,31,31,31,3
16038,ORR HS,610389.0,AUSL,LEP,LEP,11th Grade,2016.0,,,,,,3,3,3,3,3,23
16039,ORR HS,610389.0,AUSL,LEP,Is Not LEP,11th Grade,2016.0,13.8,15.1,15.1,12.9,14.2,100,101,100,101,100,23
16048,PATHWAYS - ASHBURN HS,610557.0,Options,LEP,LEP,11th Grade,2016.0,,,,,,1,1,1,1,1,70
16049,PATHWAYS - ASHBURN HS,610557.0,Options,LEP,Is Not LEP,11th Grade,2016.0,16.3,15.1,15.1,14.4,15.2,30,30,30,30,30,70
16054,PATHWAYS - AVONDALE HS,610568.0,Options,LEP,LEP,11th Grade,2016.0,,,,,,2,2,2,2,2,21
16055,PATHWAYS - AVONDALE HS,610568.0,Options,LEP,Is Not LEP,11th Grade,2016.0,15.1,15.5,14.6,13.1,14.6,37,37,37,37,37,21
16058,PATHWAYS - BRIGHTON PARK HS,400173.0,Options,LEP,Is Not LEP,11th Grade,2016.0,15.1,15.8,14.5,14.1,14.9,52,52,52,52,52,0
16059,PATHWAYS - BRIGHTON PARK HS,400173.0,Options,LEP,LEP,11th Grade,2016.0,,,,,,6,6,6,6,6,0
16079,PAYTON HS,609680.0,ISP,LEP,LEP,11th Grade,2016.0,,,,,,1,1,1,1,1,8
16080,PAYTON HS,609680.0,ISP,LEP,Is Not LEP,11th Grade,2016.0,30.2,29.3,29.0,30.3,29.7,220,220,220,220,220,8
16102,PEACE AND EDUCATION HS,610386.0,Network 6,LEP,LEP,11th Grade,2016.0,,,,,,4,4,4,4,4,61
16103,PEACE AND EDUCATION HS,610386.0,Network 6,LEP,Is Not LEP,11th Grade,2016.0,14.2,15.3,13.9,11.9,13.8,39,39,39,39,39,61
16126,PERSPECTIVES - JOSLIN HS,400064.0,Charter,LEP,Is Not LEP,11th Grade,2016.0,17.1,17.3,17.7,18.2,17.6,48,48,48,48,48,33
16127,PERSPECTIVES - JOSLIN HS,400064.0,Charter,LEP,LEP,11th Grade,2016.0,,,,,,1,1,1,1,1,33
16135,PERSPECTIVES - LEADERSHIP HS,400061.0,Charter,LEP,Is Not LEP,11th Grade,2016.0,16.3,16.4,17.6,17.0,16.8,75,75,75,75,75,71
16136,PERSPECTIVES - LEADERSHIP HS,400061.0,Charter,LEP,LEP,11th Grade,2016.0,,,,,,1,1,1,1,1,71
16145,PERSPECTIVES - MATH & SCI HS,400066.0,Charter,LEP,LEP,11th Grade,2016.0,,,,,,1,1,1,1,1,35
16146,PERSPECTIVES - MATH & SCI HS,400066.0,Charter,LEP,Is Not LEP,11th Grade,2016.0,17.3,16.7,18.4,16.7,17.3,90,90,90,90,90,35
16154,PERSPECTIVES - TECH HS,400062.0,Charter,LEP,Is Not LEP,11th Grade,2016.0,15.8,16.6,17.4,16.4,16.5,99,99,99,99,99,71
16173,PHILLIPS HS,609727.0,AUSL,LEP,Is Not LEP,11th Grade,2016.0,14.6,15.6,15.9,14.6,15.2,105,105,105,105,105,35
16194,PHOENIX MILITARY HS,610304.0,Service Leadership Academies,LEP,Is Not LEP,11th Grade,2016.0,18.8,18.6,19.1,19.8,19.0,120,120,120,120,120,28
16204,PROLOGUE - EARLY COLLEGE HS,400070.0,Options,LEP,Is Not LEP,11th Grade,2016.0,14.9,15.2,14.7,13.1,14.5,11,11,11,11,11,24
16210,PROLOGUE - JOHNSTON HS,400109.0,Options,LEP,Is Not LEP,11th Grade,2016.0,13.5,14.5,14.9,11.5,13.6,17,17,17,17,17,73
16213,PROLOGUE - WINNIE MANDELA HS,610574.0,Options,LEP,Is Not LEP,11th Grade,2016.0,,,,,,2,2,2,2,2,43
16243,PROSSER HS,609679.0,Network 3,LEP,Is Not LEP,11th Grade,2016.0,18.6,17.9,19.1,17.7,18.3,312,312,312,312,312,19
16244,PROSSER HS,609679.0,Network 3,LEP,LEP,11th Grade,2016.0,12.3,14.7,14.8,11.2,13.2,12,12,12,12,12,19
16256,RABY HS,610334.0,Network 5,LEP,Is Not LEP,11th Grade,2016.0,14.6,15.2,15.1,13.0,14.5,80,80,80,80,80,27
16285,RICHARDS HS,609682.0,Network 8,LEP,Is Not LEP,11th Grade,2016.0,14.5,15.8,15.2,13.2,14.7,42,42,42,42,42,61
16286,RICHARDS HS,609682.0,Network 8,LEP,LEP,11th Grade,2016.0,,,,,,5,5,5,5,5,61
16301,RICKOVER MILITARY HS,610390.0,Service Leadership Academies,LEP,LEP,11th Grade,2016.0,,,,,,4,4,4,4,4,77
16302,RICKOVER MILITARY HS,610390.0,Service Leadership Academies,LEP,Is Not LEP,11th Grade,2016.0,18.2,18.0,18.1,18.1,18.1,84,84,84,84,84,77
16319,ROBESON HS,609707.0,Network 11,LEP,Is Not LEP,11th Grade,2016.0,12.4,14.7,13.7,12.2,13.2,35,35,35,35,35,68
16349,ROOSEVELT HS,609728.0,Network 1,LEP,LEP,11th Grade,2016.0,13.8,15.5,13.9,11.2,13.6,69,69,69,69,69,14
16350,ROOSEVELT HS,609728.0,Network 1,LEP,Is Not LEP,11th Grade,2016.0,16.2,16.8,16.6,15.1,16.2,204,204,204,204,204,14
16380,SCHURZ HS,609729.0,Network 1,LEP,LEP,11th Grade,2016.0,13.1,15.3,14.7,10.8,13.5,68,68,68,68,68,16
16381,SCHURZ HS,609729.0,Network 1,LEP,Is Not LEP,11th Grade,2016.0,16.8,17.4,17.3,16.1,16.9,361,361,361,361,361,16
16411,SENN HS,609730.0,Network 2,LEP,LEP,11th Grade,2016.0,13.4,16.2,15.8,12.1,14.4,44,44,44,44,44,77
16412,SENN HS,609730.0,Network 2,LEP,Is Not LEP,11th Grade,2016.0,19.0,18.7,18.9,18.8,18.9,294,294,294,294,294,77
16439,SIMEON HS,609692.0,Network 11,LEP,Is Not LEP,11th Grade,2016.0,15.8,16.1,17.1,15.9,16.2,310,310,309,310,309,44
16460,SIMPSON HS,609750.0,Network 6,LEP,LEP,11th Grade,2016.0,,,,,,1,1,1,1,1,28
16461,SIMPSON HS,609750.0,Network 6,LEP,Is Not LEP,11th Grade,2016.0,17.5,16.6,17.8,16.0,17.0,17,17,17,17,17,28
16477,SOCIAL JUSTICE HS,610383.0,Network 7,LEP,LEP,11th Grade,2016.0,,,,,,8,8,8,8,8,30
16478,SOCIAL JUSTICE HS,610383.0,Network 7,LEP,Is Not LEP,11th Grade,2016.0,15.7,16.1,16.3,15.4,15.9,62,62,62,62,62,30
16485,SOLORIO HS,610543.0,AUSL,LEP,LEP,11th Grade,2016.0,12.6,16.2,15.3,12.5,14.1,19,19,19,19,19,63
16486,SOLORIO HS,610543.0,AUSL,LEP,Is Not LEP,11th Grade,2016.0,18.1,19.7,18.9,18.1,18.7,231,231,231,231,231,63
16488,SOUTH CENTRAL THERAPEUTIC HS,800014.0,,LEP,Is Not LEP,11th Grade,2016.0,,,,,,4,4,4,4,4,0
16492,SOUTH SHORE INTL HS,610547.0,Network 12,LEP,Is Not LEP,11th Grade,2016.0,17.7,17.5,18.2,18.3,17.9,131,131,131,131,131,43
16510,SPRY HS,610357.0,Network 7,LEP,Is Not LEP,11th Grade,2016.0,,,,,,7,7,7,7,7,30
16511,SPRY HS,610357.0,Network 7,LEP,LEP,11th Grade,2016.0,,,,,,2,2,2,2,2,30
16541,STEINMETZ HS,609732.0,Network 3,LEP,LEP,11th Grade,2016.0,13.2,14.8,14.4,10.3,13.2,43,43,43,43,43,19
16542,STEINMETZ HS,609732.0,Network 3,LEP,Is Not LEP,11th Grade,2016.0,16.5,17.3,17.9,15.4,16.8,298,298,297,298,297,19
16572,SULLIVAN HS,609733.0,Network 2,LEP,Is Not LEP,11th Grade,2016.0,15.4,16.4,16.8,14.7,15.8,71,71,71,71,71,1
16573,SULLIVAN HS,609733.0,Network 2,LEP,LEP,11th Grade,2016.0,13.4,15.7,14.9,10.5,13.6,34,34,34,34,34,1
16603,TAFT HS,609734.0,Network 1,LEP,LEP,11th Grade,2016.0,15.7,17.9,16.9,13.5,16.0,25,25,25,25,25,10
16604,TAFT HS,609734.0,Network 1,LEP,Is Not LEP,11th Grade,2016.0,19.5,18.7,19.1,19.0,19.1,622,622,622,622,622,10
16612,TEAM HS,610506.0,Network 11,LEP,Is Not LEP,11th Grade,2016.0,14.4,15.1,15.1,12.6,14.3,58,58,58,58,58,68
16641,TILDEN HS,609735.0,Network 8,LEP,Is Not LEP,11th Grade,2016.0,14.8,15.4,14.6,12.9,14.4,52,52,52,52,52,61
16642,TILDEN HS,609735.0,Network 8,LEP,LEP,11th Grade,2016.0,,,,,,2,2,2,2,2,61
16650,U OF C - WOODLAWN HS,400077.0,Charter,LEP,Is Not LEP,11th Grade,2016.0,16.6,17.0,18.3,17.0,17.2,72,72,72,72,72,42
16652,UCAN THERAPEUTIC HS,800016.0,,LEP,Is Not LEP,11th Grade,2016.0,,,,,,5,5,5,5,5,0
16663,UNO - GARCIA HS,400085.0,Charter,LEP,Is Not LEP,11th Grade,2016.0,18.0,17.5,18.5,18.0,18.0,120,120,120,120,120,57
16664,UNO - GARCIA HS,400085.0,Charter,LEP,LEP,11th Grade,2016.0,15.9,15.6,15.4,14.5,15.3,16,16,16,16,16,57
16665,UNO - ROGERS PARK,400121.0,Charter,LEP,Is Not LEP,11th Grade,2016.0,17.1,17.7,17.0,16.2,17.0,42,42,42,42,42,0
16666,UNO - ROGERS PARK,400121.0,Charter,LEP,LEP,11th Grade,2016.0,,,,,,7,7,7,7,7,0
16667,UNO - SOCCER HS,400149.0,Charter,LEP,Is Not LEP,11th Grade,2016.0,16.9,18.1,17.3,16.8,17.3,125,125,125,125,125,63
16668,UNO - SOCCER HS,400149.0,Charter,LEP,LEP,11th Grade,2016.0,13.4,15.1,15.0,11.6,13.8,30,30,30,30,30,63
16685,UPLIFT HS,610394.0,Network 2,LEP,Is Not LEP,11th Grade,2016.0,15.3,16.4,16.4,14.5,15.7,61,61,61,61,61,3
16686,UPLIFT HS,610394.0,Network 2,LEP,LEP,11th Grade,2016.0,,,,,,2,2,2,2,2,3
16691,URBAN PREP - BRONZEVILLE HS,400105.0,Charter,LEP,Is Not LEP,11th Grade,2016.0,15.9,17.2,16.6,16.7,16.6,93,93,93,93,93,35
16700,URBAN PREP - ENGLEWOOD HS,400086.0,Charter,LEP,Is Not LEP,11th Grade,2016.0,16.1,16.5,17.5,16.6,16.7,82,82,82,82,82,68
16705,URBAN PREP - WEST HS,400102.0,Charter,LEP,Is Not LEP,11th Grade,2016.0,15.9,16.3,17.1,17.1,16.6,73,73,73,73,73,28
16712,VOISE HS,610518.0,Network 3,LEP,LEP,11th Grade,2016.0,,,,,,2,2,2,2,2,25
16713,VOISE HS,610518.0,Network 3,LEP,Is Not LEP,11th Grade,2016.0,14.7,15.4,15.8,12.6,14.6,53,53,53,53,53,25
16741,VON STEUBEN HS,609737.0,Network 1,LEP,LEP,11th Grade,2016.0,,,,,,1,1,1,1,1,13
16742,VON STEUBEN HS,609737.0,Network 1,LEP,Is Not LEP,11th Grade,2016.0,21.0,21.6,21.1,21.3,21.3,366,366,366,366,366,13
16772,WASHINGTON HS,609739.0,Network 13,LEP,Is Not LEP,11th Grade,2016.0,18.0,17.4,18.2,18.1,17.9,315,315,315,315,315,52
16773,WASHINGTON HS,609739.0,Network 13,LEP,LEP,11th Grade,2016.0,12.9,14.9,14.3,10.7,13.2,16,16,16,16,16,52
16804,WELLS HS,609740.0,Network 6,LEP,LEP,11th Grade,2016.0,,,,,,4,4,4,4,4,24
16805,WELLS HS,609740.0,Network 6,LEP,Is Not LEP,11th Grade,2016.0,15.4,16.8,15.6,14.2,15.5,104,104,104,104,104,24
16820,WESTINGHOUSE HS,609693.0,Network 5,LEP,LEP,11th Grade,2016.0,,,,,,1,1,1,1,1,23
16821,WESTINGHOUSE HS,609693.0,Network 5,LEP,Is Not LEP,11th Grade,2016.0,20.7,20.7,21.1,20.4,20.7,262,262,262,262,262,23
16828,WILLIAMS HS,610380.0,Network 9,LEP,Is Not LEP,11th Grade,2016.0,16.6,17.0,17.4,17.3,17.1,41,41,41,41,41,38
16845,WORLD LANGUAGE HS,610392.0,Network 7,LEP,Is Not LEP,11th Grade,2016.0,17.1,17.4,18.0,17.9,17.6,76,76,76,76,76,30
16846,WORLD LANGUAGE HS,610392.0,Network 7,LEP,LEP,11th Grade,2016.0,,,,,,2,2,2,2,2,30
16850,YCCS - ADDAMS,400134.0,Options,LEP,LEP,11th Grade,2016.0,,,,,,1,1,1,1,1,31
16851,YCCS - ADDAMS,400134.0,Options,LEP,Is Not LEP,11th Grade,2016.0,12.8,15.0,12.8,12.2,13.2,13,13,13,13,13,31
16858,YCCS - ASPIRA PANTOJA,400125.0,Options,LEP,Is Not LEP,11th Grade,2016.0,14.7,14.8,14.3,12.9,14.3,38,38,37,38,37,21
16859,YCCS - ASPIRA PANTOJA,400125.0,Options,LEP,LEP,11th Grade,2016.0,,,,,,3,3,3,3,3,21
16865,YCCS - ASSOCIATION HOUSE,400126.0,Options,LEP,Is Not LEP,11th Grade,2016.0,13.1,15.1,13.5,11.9,13.4,27,27,27,27,27,23
16866,YCCS - ASSOCIATION HOUSE,400126.0,Options,LEP,LEP,11th Grade,2016.0,,,,,,2,2,2,2,2,23
16870,YCCS - AUSTIN CAREER,400127.0,Options,LEP,Is Not LEP,11th Grade,2016.0,11.8,15.0,13.7,10.5,12.8,10,10,10,10,10,25
16877,YCCS - CAMPOS,400131.0,Options,LEP,Is Not LEP,11th Grade,2016.0,14.3,15.7,14.0,12.9,14.2,26,26,26,26,26,24
16878,YCCS - CAMPOS,400131.0,Options,LEP,LEP,11th Grade,2016.0,,,,,,3,3,3,3,3,24
16882,YCCS - CCA ACADEMY,400128.0,Options,LEP,Is Not LEP,11th Grade,2016.0,13.2,14.4,14.2,11.9,13.4,38,38,38,38,38,29
16886,YCCS - CHATHAM,400150.0,Options,LEP,Is Not LEP,11th Grade,2016.0,12.5,14.6,14.2,11.9,13.3,25,25,25,25,25,44
16891,YCCS - HOUSTON,400129.0,Options,LEP,Is Not LEP,11th Grade,2016.0,12.5,14.2,12.2,11.6,12.6,35,35,35,35,35,38
16895,YCCS - INNOVATIONS,400133.0,Options,LEP,Is Not LEP,11th Grade,2016.0,13.9,14.4,14.1,12.0,13.6,30,30,30,30,30,37
16902,YCCS - LATINO YOUTH,400135.0,Options,LEP,Is Not LEP,11th Grade,2016.0,14.4,15.1,14.1,12.4,14.0,66,66,66,66,66,30
16903,YCCS - LATINO YOUTH,400135.0,Options,LEP,LEP,11th Grade,2016.0,,,,,,2,2,2,2,2,30
16907,YCCS - MCKINLEY,400124.0,Options,LEP,Is Not LEP,11th Grade,2016.0,13.8,15.0,14.8,12.0,13.9,38,38,38,38,38,35
16910,YCCS - OLIVE HARVEY,400136.0,Options,LEP,LEP,11th Grade,2016.0,,,,,,1,1,1,1,1,50
16911,YCCS - OLIVE HARVEY,400136.0,Options,LEP,Is Not LEP,11th Grade,2016.0,15.2,15.3,15.6,14.4,15.1,47,47,47,47,47,50
16915,YCCS - SCHOLASTIC ACHIEVEMENT,400123.0,Options,LEP,Is Not LEP,11th Grade,2016.0,13.2,14.4,14.0,11.7,13.3,41,41,41,41,41,25
16918,YCCS - SULLIVAN,400139.0,Options,LEP,Is Not LEP,11th Grade,2016.0,13.3,14.3,13.4,11.0,13.1,34,35,34,35,34,45
16925,YCCS - TRUMAN,400141.0,Options,LEP,LEP,11th Grade,2016.0,,,,,,2,2,2,2,2,3
16926,YCCS - TRUMAN,400141.0,Options,LEP,Is Not LEP,11th Grade,2016.0,16.7,16.2,16.7,14.6,16.1,54,54,54,54,54,3
16939,YCCS - WEST TOWN,400143.0,Options,LEP,Is Not LEP,11th Grade,2016.0,12.6,14.4,13.8,11.2,13.2,19,19,18,19,18,23
16946,YCCS - WESTSIDE HOLISTIC,400144.0,Options,LEP,Is Not LEP,11th Grade,2016.0,14.4,14.4,15.1,12.3,14.1,29,29,29,29,29,25
16947,YCCS - WESTSIDE HOLISTIC,400144.0,Options,LEP,LEP,11th Grade,2016.0,,,,,,2,2,2,2,2,25
16952,YCCS - YOUTH CONNECTION,400145.0,Options,LEP,Is Not LEP,11th Grade,2016.0,14.1,14.6,14.6,11.4,13.6,67,67,67,67,67,35
16956,YCCS - YOUTH DEVELOPMENT,400130.0,Options,LEP,Is Not LEP,11th Grade,2016.0,12.4,14.3,13.3,10.2,12.5,26,26,26,26,26,71
16982,YOUNG HS,609755.0,ISP,LEP,Is Not LEP,11th Grade,2016.0,28.7,27.9,26.7,28.1,27.9,449,449,449,449,449,28
16999,YOUNG WOMENS HS,400087.0,Charter,LEP,Is Not LEP,11th Grade,2016.0,15.3,16.1,16.4,14.8,15.7,59,59,59,59,59,35
17018,ACE TECH HS,400010.0,Charter,IEP,Does not have IEP,11th Grade,2016.0,15.5,16.2,15.8,14.3,15.4,79,79,79,79,79,40
17019,ACE TECH HS,400010.0,Charter,IEP,Has IEP,11th Grade,2016.0,,15.6,,11.5,,9,10,8,10,8,40
17028,AIR FORCE HS,610513.0,Service Leadership Academies,IEP,Has IEP,11th Grade,2016.0,,,,,,4,4,4,4,4,34
17029,AIR FORCE HS,610513.0,Service Leadership Academies,IEP,Does not have IEP,11th Grade,2016.0,18.7,18.5,19.1,19.3,18.9,42,42,42,42,42,34
17038,ALCOTT HS,610524.0,Network 4,IEP,Does not have IEP,11th Grade,2016.0,17.6,17.7,18.2,17.2,17.7,59,59,59,59,59,5
17039,ALCOTT HS,610524.0,Network 4,IEP,Has IEP,11th Grade,2016.0,16.8,17.1,17.9,15.9,16.9,10,10,10,10,10,5
17042,AMANDLA,400012.0,Charter,IEP,Does not have IEP,11th Grade,2016.0,15.1,15.5,16.0,13.7,15.1,30,30,30,30,30,68
17043,AMANDLA,400012.0,Charter,IEP,Has IEP,11th Grade,2016.0,14.0,14.2,14.1,,,10,10,10,9,9,68
17074,AMUNDSEN HS,609695.0,Network 2,IEP,Does not have IEP,11th Grade,2016.0,18.6,18.5,18.6,18.0,18.4,222,222,222,222,222,4
17075,AMUNDSEN HS,609695.0,Network 2,IEP,Has IEP,11th Grade,2016.0,15.0,14.9,15.3,14.0,14.8,18,18,18,18,18,4
17090,ASPIRA - EARLY COLLEGE HS,400013.0,Charter,IEP,Has IEP,11th Grade,2016.0,14.1,14.5,15.6,11.8,14.0,22,22,22,22,22,21
17091,ASPIRA - EARLY COLLEGE HS,400013.0,Charter,IEP,Does not have IEP,11th Grade,2016.0,15.6,16.3,15.1,13.6,15.1,81,81,81,81,81,21
17124,AUSTIN BUS & ENTRP HS,400018.0,Network 3,IEP,Does not have IEP,11th Grade,2016.0,14.6,15.7,16.1,11.9,14.6,17,17,17,17,17,25
17125,AUSTIN BUS & ENTRP HS,400018.0,Network 3,IEP,Has IEP,11th Grade,2016.0,,,,,,7,7,7,7,7,25
17138,AUSTIN POLY HS,610501.0,Network 3,IEP,Has IEP,11th Grade,2016.0,,,,,,7,7,7,7,7,25
17139,AUSTIN POLY HS,610501.0,Network 3,IEP,Does not have IEP,11th Grade,2016.0,14.4,15.6,14.9,12.2,14.3,21,21,21,21,21,25
17140,BACK OF THE YARDS HS,610563.0,Network 8,IEP,Has IEP,11th Grade,2016.0,14.2,15.2,16.0,12.3,14.4,24,24,24,24,24,61
17141,BACK OF THE YARDS HS,610563.0,Network 8,IEP,Does not have IEP,11th Grade,2016.0,17.1,18.9,18.4,17.3,17.9,219,219,219,219,219,61
17151,BANNER WEST HS,610555.0,Options,IEP,Has IEP,11th Grade,2016.0,,,,,,8,8,8,8,8,25
17152,BANNER WEST HS,610555.0,Options,IEP,Does not have IEP,11th Grade,2016.0,13.3,14.1,12.7,10.8,12.7,19,19,19,19,19,25
17154,BEACON THERAPEUTIC HS,800003.0,,IEP,Has IEP,11th Grade,2016.0,,,,,,2,2,2,2,2,0
17185,BOGAN HS,609698.0,Network 10,IEP,Has IEP,11th Grade,2016.0,14.2,14.2,14.3,11.6,13.6,30,30,30,30,30,70
17186,BOGAN HS,609698.0,Network 10,IEP,Does not have IEP,11th Grade,2016.0,15.2,15.6,15.7,14.2,15.2,149,149,149,149,149,70
17205,BOWEN HS,610323.0,Network 12,IEP,Does not have IEP,11th Grade,2016.0,15.8,15.7,15.6,13.9,15.2,52,52,52,52,52,46
17206,BOWEN HS,610323.0,Network 12,IEP,Has IEP,11th Grade,2016.0,11.7,14.5,14.3,11.5,13.0,20,20,20,20,20,46
17222,BRONZEVILLE HS,610381.0,Network 9,IEP,Has IEP,11th Grade,2016.0,12.2,15.0,14.3,11.6,13.3,15,15,15,15,15,38
17223,BRONZEVILLE HS,610381.0,Network 9,IEP,Does not have IEP,11th Grade,2016.0,15.0,15.6,15.9,14.0,15.1,84,84,84,84,84,38
17254,BROOKS HS,609726.0,ISP,IEP,Does not have IEP,11th Grade,2016.0,23.1,21.1,22.0,24.1,22.6,199,199,199,199,199,49
17255,BROOKS HS,609726.0,ISP,IEP,Has IEP,11th Grade,2016.0,,,,,,3,3,3,3,3,49
17262,CAMELOT - CHICAGO EXCEL HS,400147.0,Options,IEP,Does not have IEP,11th Grade,2016.0,,,,,,7,7,7,7,7,75
17263,CAMELOT - CHICAGO EXCEL HS,400147.0,Options,IEP,Has IEP,11th Grade,2016.0,,,,,,2,2,2,2,2,75
17268,CAMELOT - EXCEL ENGLEWOOD HS,610565.0,Options,IEP,Does not have IEP,11th Grade,2016.0,13.9,15.3,13.9,12.6,13.9,14,14,14,14,14,68
17269,CAMELOT - EXCEL ENGLEWOOD HS,610565.0,Options,IEP,Has IEP,11th Grade,2016.0,,,,,,5,5,5,5,5,68
17272,CAMELOT - EXCEL SOUTHWEST HS,400176.0,Options,IEP,Has IEP,11th Grade,2016.0,,,,,,3,3,3,3,3,0
17273,CAMELOT - EXCEL SOUTHWEST HS,400176.0,Options,IEP,Does not have IEP,11th Grade,2016.0,14.4,14.5,13.5,12.8,13.8,13,13,13,13,13,0
17275,CAMELOT - EXCEL WOODLAWN HS,400175.0,Options,IEP,Does not have IEP,11th Grade,2016.0,14.3,14.9,15.0,12.8,14.3,10,10,10,10,10,0
17276,CAMELOT - EXCEL WOODLAWN HS,400175.0,Options,IEP,Has IEP,11th Grade,2016.0,,,,,,3,3,3,3,3,0
17277,CAMELOT SAFE - GARFIELD HS,610585.0,Options,IEP,Does not have IEP,11th Grade,2016.0,,,,,,2,2,2,2,2,0
17278,CAMELOT SAFE - GARFIELD HS,610585.0,Options,IEP,Has IEP,11th Grade,2016.0,,,,,,1,1,1,1,1,0
17280,CAMELOT SAFE HS,610573.0,Options,IEP,Does not have IEP,11th Grade,2016.0,,,,,,4,4,4,4,4,32
17311,CARVER MILITARY HS,609760.0,Service Leadership Academies,IEP,Does not have IEP,11th Grade,2016.0,18.0,17.8,18.9,17.8,18.1,102,102,102,102,102,54
17312,CARVER MILITARY HS,609760.0,Service Leadership Academies,IEP,Has IEP,11th Grade,2016.0,,,,,,9,9,9,9,9,54
17317,CATALYST - MARIA,400115.0,Charter,IEP,Does not have IEP,11th Grade,2016.0,15.7,16.5,16.5,16.6,16.4,101,101,101,101,101,0
17318,CATALYST - MARIA,400115.0,Charter,IEP,Has IEP,11th Grade,2016.0,12.8,14.8,14.3,12.3,13.5,21,21,21,21,21,0
17343,CHICAGO ACADEMY HS,610340.0,AUSL,IEP,Does not have IEP,11th Grade,2016.0,19.2,19.4,19.0,19.1,19.2,104,104,104,104,104,17
17344,CHICAGO ACADEMY HS,610340.0,AUSL,IEP,Has IEP,11th Grade,2016.0,14.2,16.0,15.9,13.6,14.9,21,21,21,21,21,17
17375,CHICAGO AGRICULTURE HS,609753.0,Network 10,IEP,Has IEP,11th Grade,2016.0,19.0,15.9,17.6,17.1,17.4,15,15,15,15,15,74
17376,CHICAGO AGRICULTURE HS,609753.0,Network 10,IEP,Does not have IEP,11th Grade,2016.0,20.5,19.3,20.6,21.7,20.5,139,139,139,139,139,74
17385,CHICAGO ARTS HS,400022.0,Contract,IEP,Has IEP,11th Grade,2016.0,18.4,16.0,16.6,17.1,17.0,11,11,11,11,11,35
17386,CHICAGO ARTS HS,400022.0,Contract,IEP,Does not have IEP,11th Grade,2016.0,20.5,18.6,19.0,20.3,19.6,124,124,124,124,124,35
17403,CHICAGO MATH & SCIENCE HS,400035.0,Charter,IEP,Has IEP,11th Grade,2016.0,,,,,,8,8,8,8,8,1
17404,CHICAGO MATH & SCIENCE HS,400035.0,Charter,IEP,Does not have IEP,11th Grade,2016.0,20.6,22.6,21.2,20.3,21.2,78,78,78,78,78,1
17433,CHICAGO MILITARY HS,609754.0,Service Leadership Academies,IEP,Has IEP,11th Grade,2016.0,,,,,,9,9,9,9,9,35
17434,CHICAGO MILITARY HS,609754.0,Service Leadership Academies,IEP,Does not have IEP,11th Grade,2016.0,17.1,16.8,18.1,17.0,17.2,52,52,52,52,52,35
17443,CHICAGO TECH HS,400091.0,Contract,IEP,Does not have IEP,11th Grade,2016.0,16.2,16.2,16.5,14.8,15.9,71,71,71,71,71,28
17444,CHICAGO TECH HS,400091.0,Contract,IEP,Has IEP,11th Grade,2016.0,14.4,15.6,16.1,12.2,14.5,19,19,19,19,19,28
17456,CHICAGO VIRTUAL,400036.0,Charter,IEP,Does not have IEP,11th Grade,2016.0,19.6,17.8,18.5,20.0,19.0,22,22,22,22,22,28
17457,CHICAGO VIRTUAL,400036.0,Charter,IEP,Has IEP,11th Grade,2016.0,,,,,,1,1,1,1,1,28
17488,CHICAGO VOCATIONAL HS,609674.0,Network 12,IEP,Has IEP,11th Grade,2016.0,14.2,14.5,15.4,12.9,14.3,37,38,37,38,37,45
17489,CHICAGO VOCATIONAL HS,609674.0,Network 12,IEP,Does not have IEP,11th Grade,2016.0,15.6,15.8,17.3,14.7,15.8,168,168,168,168,168,45
