School ID,Name of School,Street Address,City,State,ZIP Code,Phone Number,Website,Blue Ribbon Award,CPS Performance Policy Level,CPS Performance Policy Status,Probation Length,"My Voice, My School Overall Rating",Student Response Rate,Teacher Response Rate,Involved Family,Supportive Environment,Ambitious Instruction,Effective Leaders,Collaborative Teachers,Safe,School Community,Parent-Teacher Partnership,Quality of Facilities,Healthy Schools Certification,Creative Schools Certification,NWEA Reading Growth Percentile All Grades,NWEA Reading Growth Percentile Grade 3,NWEA Reading Growth Percentile Grade 4,NWEA Reading Growth Percentile Grade 5,NWEA Reading Growth Percentile Grade 6,NWEA Reading Growth Percentile Grade 7,NWEA Reading Growth Percentile Grade 8,NWEA Math Growth All Grades,NWEA Math Growth Grade 3,NWEA Math Growth Grade 4,NWEA Math Growth Grade 5,NWEA Math Growth Grade 6,NWEA Math Growth Grade 7,NWEA Math Growth Grade 8,NWEA Reading Attainment Percentile All Grades,NWEA Reading Attainment Percentile Grade 2,NWEA Reading Attainment Percentile Grade 3,NWEA Reading Attainment Percentile Grade 4,NWEA Reading Attainment Percentile Grade 5,NWEA Reading Attainment Percentile Grade 6,NWEA Reading Attainment Percentile Grade 7,NWEA Reading Attainment Percentile Grade 8,NWEA Math Attainment Percentile All Grades,NWEA Math Attainment Percentile Grade 2,NWEA Math Attainment Percentile Grade 3,NWEA Math Attainment Percentile Grade 4,NWEA Math Attainment Percentile Grade 5,NWEA Math Attainment Percentile Grade 6,NWEA Math Attainment Percentile Grade 7,NWEA Math Attainment Percentile Grade 8,EPAS Growth Percentile,EXPLORE Growth Percentile Grade 9,Plan Growth Percentile Grade 10,ACT Growth Percentile Grade 11,EPAS Attainment Percentile,EXPLORE Attainment Percentile Grade 9,PLAN Attainment Percentile Grade 10,Grade ACT Attainment Percentile Grade 11,EXPLORE Spring 2013 Average Grade 9,EXPLORE Spring 2013 Average Grade 10,EXPLORE Fall 2011 Average Grade 9,PLAN Fall 2012 Average Grade 10,ACT Spring 2013 Average Grade 11,Freshmen-on-Track Rate Percentage 2013,Freshmen-on-Track Rate Percentage 2012,4-Year Graduation Rate Percentage 2013,4-Year Graduation Rate Percentage 2012,5-Year Graduation Rate Percentage 2013,5-Year Graduation Rate Percentage 2012,College Enrollment Rate Percentage 2013,College Enrollment Rate Percentage 2012,College Persistence Rate Percentage 2013,College Persistence Rate Percentage 2012,Suspensions Per 100 2013,Suspensions Per 100 2012,Percentage of Misconducts Resulting in Suspension 2013,Percentage of Misconducts Resulting in Suspension 2012,Average Length of Suspensions 2013,Average Length of Suspensions 2012,Student Attendance Percentage 2013,Student Attendance Percentage 2012,Teacher Attendance Percentage 2013,Teacher Attendance Percentage 2012,Gr3-8 On-Track Percentage 2013,One-Year DropOut Rate Percentage 2013,One-Year DropOut Rate Percentage 2012,X Coordinate,Y Coordinate,Longitude,Latitude,Location
400142,YCCS-Virtual HS,1900 W Van Buren St,Chicago,IL,60612,(312) 429-0027 ,http://www.cps.edu,,,,,ORGANIZED,51.5%,100%,NOT ENOUGH DATA,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,4,,,4,,,,,13.3,,,,,,,,,,,,,,,,,74%,,,,,46.4%,,1163764.1470000000,1898218.8790000000,41.87634352,-87.67417642,"(-87.67417642, 41.87634352)"
400143,YCCS-West Town Academy Alternative HS,500 N Sacramento Blvd,Chicago,IL,60612,(312) 563-9044,http://www.cps.edu,,,,,PARTIALLY ORGANIZED,0%,100%,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,66,4,,,4,,,,,13.4,,,,,,,,,,,,,,,,,84.6%,,,,,25.7%,,1156122.5130000000,1903438.0090000000,41.89082294,-87.70209305,"(-87.70209305, 41.89082294)"
400144,YCCS-Westside Holistic Leadership Academy HS,4909 W Division St,Chicago,IL,60651,(773) 261-0994,http://www.cps.edu,,,,,NOT ENOUGH DATA,13.9%,100%,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,84,4,,,4,,,,,13.6,,,,,,,,,,,,,,,,,76.2%,,,,,45.9%,,1143364.5750000000,1907498.1050000000,41.9022123,-87.74884541,"(-87.74884541, 41.9022123)"
400145,YCCS-Youth Connection Leadership Academy HS,3424 S State St,Chicago,IL,60616,(312) 225-4668,http://www.cps.edu,,,,,MODERATELY ORGANIZED,52.6%,30.8%,NOT ENOUGH DATA,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,27,4,,,4,,,,,13.5,,,,,,,,,,,,,,,,,69.4%,,,,,50.3%,,1176794.4430000000,1882186.9380000000,41.8320662,-87.62681829,"(-87.62681829, 41.8320662)"
400147,Chicago Excel Academy,1269 W 111th St,Chicago,IL,60643,(773) 629-8379,http://www.cps.edu,,,,,ORGANIZED,44%,70.4%,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,,,,12.9,,,,,,,,,,,,,,,,,65.4%,,,,,31.3%,,1169676.1860000000,1831125.0280000000,41.69210342,-87.65441461,"(-87.65441461, 41.69210342)"
400148,Instituto Justice and Leadership Acad Charter HS,2570 S Blue Island Blvd,Chicago,IL,60608,(773) 696-3610 ,http://www.cps.edu,,,,,WELL-ORGANIZED,56%,55.6%,WEAK,STRONG,STRONG,STRONG,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,8,,,,,14.6,,,,,,,,,,,,,,,,,82.9%,,,,,27.6%,,1161156.1320000000,1886950.6060000000,41.84547684,-87.68406506,"(-87.68406506, 41.84547684)"
400150,YCCS-Chatham Academy HS,9035 S Langley Ave,Chicago,IL,60619,(773) 651-1500 ,http://www.cps.edu,,,,,NOT ENOUGH DATA,0%,54.6%,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,73,5,,,5,,,,,13.8,,,,,,,,,,,,,,,,,78.4%,,,,,35.6%,,1182524.8670000000,1845082.3830000000,41.73011664,-87.60694294,"(-87.60694294, 41.73011664)"
400156,Noble Street Charter  Crimson HS,821 E 103rd St,Chicago,IL,60628,,http://www.cps.edu,,NOT ENOUGH DATA,NOT APPLICABLE,,NOT ENOUGH DATA,,,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,,,,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1183649.9710000000,1836810.3140000000,41.70739096,-87.60307842,"(-87.60307842, 41.70739096)"
400157,Noble Street Charter Orange HS,2710 E 89th St,Chicago,IL,60617,,http://www.cps.edu,,NOT ENOUGH DATA,NOT APPLICABLE,,NOT ENOUGH DATA,,,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,,,,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1195939.9370000000,1846527.5280000000,41.73376107,-87.55775263,"(-87.55775263, 41.73376107)"
400159,Christopher Charter House ES,5235 W Belden Ave,Chicago,IL,60639,,http://www.cps.edu,,NOT ENOUGH DATA,NOT APPLICABLE,,NOT ENOUGH DATA,,,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,,,,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140949.2540000000,1914748.6900000000,41.92215353,-87.75753857,"(-87.75753857, 41.92215353)"
400162,Intrinsic Charter HS,17 N State St,Chicago,IL,60602,,http://www.cps.edu,,NOT ENOUGH DATA,NOT APPLICABLE,,NOT ENOUGH DATA,,,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,,,,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1176403.2310000000,1900547.1300000000,41.88245665,-87.62770005,"(-87.62770005, 41.88245665)"
400164,Instituto Charter Rudy Lozano - RLLAM,2520 S Western Ave,Chicago,IL,60608,,http://www.cps.edu,,,,,NOT ENOUGH DATA,,,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,,,,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160731.0560000000,1887121.0780000000,41.84595344,-87.68562033,"(-87.68562033, 41.84595344)"
609674,Chicago Vocational Career Academy High School,2100 E 87th St,Chicago,IL,60617,(773) 535-6100,http://www.cvca.cps.k12.il.us,,LEVEL 2,ON PROBATION,12,MODERATELY ORGANIZED,70.8%,76.7%,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,STRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,88,8,34,9,11,8,8,13.8,13.6,12.7,13.9,14.7,83.5%,71.7%,63.3%,50.3%,56.6%,55.2%,43.9%,60.9%,59.2%,60.2%,37.3,52.9,30.8%,47.6%,3.7,3.8,83.8%,80.4%,95.2%,94.3%,,4%,3.2%,1191700.5930000000,1847743.5510000000,41.73720173,-87.57324389,"(-87.57324389, 41.73720173)"
609676,Paul Laurence Dunbar Career Academy High School,3000 S King Dr,Chicago,IL,60616,(773) 534-9000,http://www.dunbar.cps.k12.il.us,,LEVEL 3,ON PROBATION,13,PARTIALLY ORGANIZED,67.8%,95.2%,NEUTRAL,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,59,8,34,9,9,10,8,13.6,14,12.7,13.8,14.6,72.6%,70.2%,70.8%,65.9%,71.4%,72%,65.3%,64.7%,65.1%,64.9%,90.9,78.5,25.4%,46.9%,2.9,4,82.1%,80.1%,95.4%,95.6%,,0.2%,2.7%,1179262.0970000000,1885167.0320000000,41.84018775,-87.61767315,"(-87.61767315, 41.84018775)"
609678,William Jones College Preparatory High School,700 S State St,Chicago,IL,60605,(773) 534-8600,http://www.jones.cps.k12.il.us,2012,LEVEL 1,NOT ON PROBATION,,ORGANIZED,84.4%,76.4%,STRONG,STRONG,VERY STRONG,NEUTRAL,WEAK,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,EXCELLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,95,13,89,98,98,98,97,21.8,23,20.5,22.1,26.3,98.6%,98%,89.3%,91%,91.4%,87.1%,88.5%,87.8%,93.5%,92.2%,0.3,3.6,12.5%,10.6%,5.3,4.5,93.4%,93.9%,95.1%,95.3%,,1%,1.5%,1176428.3170000000,1897119.1000000000,41.87304937,-87.62771142,"(-87.62771142, 41.87304937)"
609679,Charles Allen Prosser Career Academy High School,2148 N Long Ave,Chicago,IL,60639,(773) 534-3200,http://www.prosseracademy.org/,,LEVEL 2,NOT ON PROBATION,,WELL-ORGANIZED,43.7%,70.3%,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,VERY STRONG,NOT ENOUGH DATA,WEAK,NEUTRAL,WEAK,NOT CERTIFIED,EXCELLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,50,13,58,38,36,40,36,15.8,16.7,15.1,16.1,18.3,88.2%,79.7%,83.9%,79.1%,83.6%,82.6%,61.8%,56.1%,69.1%,68.8%,21.4,24,34.8%,46.4%,2.7,3.1,88.8%,85.3%,94.5%,94.9%,,0.3%,3.9%,1139989.4430000000,1913970.6490000000,41.92003613,-87.76108432,"(-87.76108432, 41.92003613)"
609680,Walter Payton College Preparatory High School,1034 N Wells St,Chicago,IL,60610,(773) 534-0034,http://www.cps.edu,,LEVEL 1,NOT ON PROBATION,,WELL-ORGANIZED,70.4%,86.7%,VERY STRONG,VERY STRONG,VERY STRONG,STRONG,NEUTRAL,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,EXCELLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,59,5,,99,99,99,99,22.2,24.1,21.8,23.7,29.3,97.6%,92.3%,90.7%,90.6%,91.3%,90.9%,87.4%,83.9%,95.3%,98.6%,1.4,1.5,44.4%,34.3%,3.4,4.1,92.2%,93.9%,95.7%,96.2%,,0.5%,1.9%,1174484.6380000000,1907490.0820000000,41.90155157,-87.63453744,"(-87.63453744, 41.90155157)"
609682,Ellen H Richards Career Academy High School,5009 S Laflin St,Chicago,IL,60609,(773) 535-4945,http://www.cps.edu,,LEVEL 3,ON PROBATION,18,NOT YET ORGANIZED,61.1%,89.2%,WEAK,WEAK,WEAK,WEAK,WEAK,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,68,0,79,8,8,8,8,13.2,13.5,12.6,14.2,14.6,74%,80%,62%,60.1%,69%,64.8%,41.4%,51.6%,64.3%,69.1%,64.7,18.7,53.5%,36.5%,3.4,6,79.1%,85.8%,93.9%,95.3%,,6.8%,0.4%,1167224.0060000000,1871465.3050000000,41.80285552,-87.66224052,"(-87.66224052, 41.80285552)"
609691,North-Grand High School,4338 W Wabansia Ave,Chicago,IL,60639,(773) 534-8520,http://www.cps.edu,,LEVEL 2,ON PROBATION,6,MODERATELY ORGANIZED,94.3%,100%,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,0,16,14,12,13,15,13.6,14.3,12.8,14.5,15.9,90.4%,76.4%,74.4%,72.2%,75.9%,65.9%,53.7%,51.1%,61.7%,58.8%,63.7,22.7,56.7%,65.4%,2.9,4,88.1%,85.7%,94.9%,96.1%,,3.1%,5.1%,1147041.1350000000,1910981.2740000000,41.91170094,-87.73525151,"(-87.73525151, 41.91170094)"
610567,Magic Johnson Bridgescape Academy South Shore,7037 S Stony Island Ave,Chicago,IL,60649,,http://www.cps.edu,,,,,NOT ENOUGH DATA,,,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,,,,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1188181.4770000000,1858509.9630000000,41.76683033,-87.58579398,"(-87.58579398, 41.76683033)"
609692,Neal F Simeon Career Academy High School,8147 S Vincennes Ave,Chicago,IL,60620,(773) 535-3200,http://www.simeonca.org,,LEVEL 2,ON PROBATION,10,ORGANIZED,51.5%,64%,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,50,20,27,22,23,24,20,15.1,15.7,14.1,15.3,16.7,77.3%,66.7%,70.4%,74.1%,79%,73.5%,67%,75.5%,67.1%,70.8%,29,24.3,36.8%,97.3%,3.1,4,83.6%,80.6%,93.5%,94.6%,,2.9%,4.6%,1174719.0740000000,1850730.1920000000,41.74579217,-87.63537,"(-87.63537, 41.74579217)"
609693,George Westinghouse College Prep,3223 W Franklin Blvd,Chicago,IL,60624,(773) 534-6400,http://www.newwestinghouse.org,,LEVEL 2,NOT ON PROBATION,,WELL-ORGANIZED,80.6%,72.5%,STRONG,STRONG,VERY STRONG,STRONG,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,VERY STRONG,NOT CERTIFIED,EXCELLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,97,71,5,69,76,70,63,18.5,18.9,16.9,18.6,20.7,87.1%,90.2%,80.9%,,,,,,,,43.6,21.1,74.8%,72.1%,1.8,2.8,92.4%,93.5%,95.5%,96.5%,,0.8%,1.3%,1154695.2430000000,1903109.3040000000,41.88994963,-87.70734353,"(-87.70734353, 41.88994963)"
609694,John Hancock College Preparatory High School,4034 W 56th St,Chicago,IL,60629,(773) 535-2410,http://www.cps.edu,,LEVEL 2,NOT ON PROBATION,,MODERATELY ORGANIZED,59.1%,70.5%,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,EXCELLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,88,29,34,26,35,31,19,15.6,16,14.3,15.8,16.5,91.2%,91.8%,77.4%,72.4%,77.1%,64%,47.7%,49.2%,63.8%,71.3%,9.9,12.2,12.1%,9.7%,3.4,3.7,88.4%,84%,95.3%,96.4%,,0%,3.9%,1150280.4500000000,1867197.8270000000,41.79149114,-87.72449161,"(-87.72449161, 41.79149114)"
609695,Roald Amundsen High School,5110 N Damen Ave,Chicago,IL,60625,(773) 534-2320,http://www.amundsen.cps.k12.il.us,,LEVEL 2,ON PROBATION,4,PARTIALLY ORGANIZED,75.3%,82.8%,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,STRONG,WEAK,NEUTRAL,NEUTRAL,NOT CERTIFIED,STRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,24,1,21,21,28,20,20,15,15.1,13.9,15,16.5,73.6%,73.8%,71.7%,75.1%,78.6%,65.1%,48.6%,53.4%,62.1%,64.4%,15.3,12,32%,89.1%,2.9,4.4,88.5%,82.4%,95.9%,95.6%,,2.8%,6%,1162034.1570000000,1934187.1960000000,41.97507922,-87.67952139,"(-87.67952139, 41.97507922)"
609698,William J Bogan High School,3939 W 79th St,Chicago,IL,60652,(773) 535-2180,http://www.cps.edu,,LEVEL 2,NOT ON PROBATION,,NOT YET ORGANIZED,69.2%,74.2%,NEUTRAL,WEAK,WEAK,WEAK,WEAK,WEAK,WEAK,WEAK,WEAK,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12,0,42,11,9,14,11,13.4,14.4,13.4,14.1,15.3,83%,74.9%,65.9%,58.3%,65.1%,56%,53.1%,52.9%,61.9%,62.9%,42.6,41.9,20.3%,24.2%,3.1,4.6,84%,80.3%,94.2%,93.8%,,0.7%,0.3%,1151315.5480000000,1851847.8590000000,41.74934817,-87.72109673,"(-87.72109673, 41.74934817)"
609702,Richard T Crane Technical Preparatory HS,2245 W Jackson Blvd,Chicago,IL,60612,(773) 534-7550,http://www.cps.edu,,LEVEL 3,ON PROBATION,12,ORGANIZED,85.1%,100%,STRONG,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,8,5,2,,8,3,,13.8,12,13.6,13.2,,58.1%,43.8%,35.1%,41.7%,39.7%,39.2%,47.5%,55.3%,45.5%,103.5,86.1,50.6%,45%,3.4,4.4,75.2%,68.8%,93.1%,93.7%,,3.4%,24%,1161290.1380000000,1898611.9180000000,41.87747384,-87.68324922,"(-87.68324922, 41.87747384)"
609704,David G Farragut Career Academy High School,2345 S Christiana Ave,Chicago,IL,60623,(773) 534-1300,http://www.farragut.cps.k12.il.us,,LEVEL 2,NOT ON PROBATION,,PARTIALLY ORGANIZED,98.3%,100%,NEUTRAL,WEAK,NEUTRAL,NEUTRAL,WEAK,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,59,20,79,15,15,16,15,13.7,14.7,13.5,14.5,15.6,77.6%,64.7%,52%,45.7%,53.4%,47.6%,38.1%,37.6%,50%,62.3%,39.2,42.3,27.6%,14%,3.1,3.5,83.9%,83.3%,94.2%,95.2%,,1.6%,9.3%,1154443.8950000000,1888031.4100000000,41.8485793,-87.70866954,"(-87.70866954, 41.8485793)"
609705,Christian Fenger Academy High School,11220 S Wallace St,Chicago,IL,60628,(773) 535-5430,http://www.fenger.cps.k12.il.us,,LEVEL 3,ON PROBATION,18,MODERATELY ORGANIZED,76.3%,95.7%,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,STRONG,STRONG,HEALTHY SCHOOLS CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,0,2,5,4,8,6,12.6,13.6,12.2,14,14.3,82.6%,71.9%,46.1%,47.1%,51.1%,45.1%,38.3%,45.2%,44%,50%,123.2,93.5,20.7%,21.6%,4.5,4.4,80.3%,77.9%,94.6%,95.1%,,4.3%,16.5%,1174272.7110000000,1830372.9100000000,41.68993885,-87.63760833,"(-87.63760833, 41.68993885)"
609707,Paul Robeson High School,6835 S Normal Blvd,Chicago,IL,60621,(773) 535-3800,http://www.prhs.org/,,LEVEL 3,ON PROBATION,18,NOT YET ORGANIZED,46.7%,89.6%,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,WEAK,WEAK,NOT ENOUGH DATA,NEUTRAL,WEAK,WEAK,NOT CERTIFIED,EMERGING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,24,5,27,3,3,5,4,12.2,12.9,10.9,12.7,13.4,81.1%,51.2%,35.3%,33.9%,39.9%,43.9%,53%,44.8%,45.5%,52.1%,70.5,99.3,48.4%,64.6%,4.4,5.1,76%,74.9%,92.4%,94.5%,,0.8%,18.6%,1174171.8840000000,1859450.3140000000,41.76973341,-87.63711641,"(-87.63711641, 41.76973341)"
609708,Edwin G Foreman High School,3235 N LeClaire Ave,Chicago,IL,60641,(773) 534-3400,http://www.cps.edu,,LEVEL 2,NOT ON PROBATION,,NOT YET ORGANIZED,51%,76.9%,WEAK,WEAK,NEUTRAL,NEUTRAL,WEAK,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,EXCELLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,50,13,27,13,16,15,10,14,14.5,12.7,14.1,15,77.9%,68.7%,52.6%,57.5%,66.9%,58.5%,39.3%,40%,56.7%,61.9%,25,22.9,41.7%,35.2%,2.3,3.7,85.2%,82.1%,93.7%,95.2%,,0.4%,3.1%,1141833.3590000000,1921189.1380000000,41.93981043,-87.7541302,"(-87.7541302, 41.93981043)"
609709,Gage Park High School,5630 S Rockwell St,Chicago,IL,60629,(773) 535-9230,http://www.gageparkhs.org/,,LEVEL 3,ON PROBATION,18,NOT YET ORGANIZED,61.9%,74.6%,VERY WEAK,WEAK,NEUTRAL,VERY WEAK,VERY WEAK,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,41,3,58,9,8,9,10,13.1,13.8,12.3,14,15,83.5%,73.9%,43.4%,41.8%,48.7%,49.6%,33.9%,41.2%,49.5%,59%,81.6,42,61.8%,67.7%,2.7,2.9,76.9%,75.1%,93.9%,93.1%,,3.5%,10.6%,1159962.8750000000,1867094.3470000000,41.79101352,-87.68899064,"(-87.68899064, 41.79101352)"
610501,Austin Polytechnical Academy High School,231 N Pine Ave,Chicago,IL,60644,(773) 534-6300,http://www.cps.edu,,LEVEL 3,ON PROBATION,4,PARTIALLY ORGANIZED,94.3%,68.8%,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,NOT CERTIFIED,EMERGING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,32,13,89,4,3,4,7,12.5,12.6,12.3,13.7,14.5,68.8%,52.2%,45%,55.5%,60%,65.3%,49.2%,58.3%,55.8%,,171.7,303.9,40.3%,48.3%,2.1,2.5,76.1%,68.5%,95.1%,94.7%,,8.8%,18.5%,1139494.7630000000,1901274.2580000000,41.88520477,-87.76321191,"(-87.76321191, 41.88520477)"
609710,John M Harlan Community Academy High School,9652 S Michigan Ave,Chicago,IL,60628,(773) 535-5400,http://www.harlan.cps.k12.il.us,,LEVEL 3,ON PROBATION,18,NOT YET ORGANIZED,65.8%,64.2%,NEUTRAL,WEAK,NEUTRAL,WEAK,WEAK,WEAK,WEAK,WEAK,WEAK,NOT CERTIFIED,INCOMPLETE DATA,0,,,,,,0,,,,,,,,66,,,,,,,66,,,,,,,,,6,41,0,27,7,6,9,8,13,13.8,13.4,13.7,14.9,49.5%,43.9%,44.2%,43.7%,49.6%,48.3%,54.4%,57.8%,61.2%,62.6%,55.7,75.6,26.6%,33%,4.2,4.5,71.1%,70.5%,94.9%,95.3%,56.5%,12.5%,10.3%,1178815.8040000000,1840781.9350000000,41.71840075,-87.62066069,"(-87.62066069, 41.71840075)"
