SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location,date,Community
Vacant/Abandoned Building,12-00077388,01/18/2012,Front,,Open,,Vacant,False,True,7835,S,DREXEL,AVE,60619.0,1183590.69533435,1853245.71110487,8.0,6.0,69.0,41.75249295091377,-87.60278466289098,"(41.752492950913776, -87.60278466289098)",2012-01-18,69
Vacant/Abandoned Building,12-00077518,01/18/2012,Front,,Open,REAR,Vacant,False,True,5235,S,CHRISTIANA,AVE,60632.0,1154931.3999272,1869711.64600086,14.0,8.0,63.0,41.798297764334954,-87.70737019753925,"(41.79829776433495, -87.70737019753925)",2012-01-18,63
Vacant/Abandoned Building,12-00078034,01/18/2012,Front,,Open,DOORS AND WINDOWS,Vacant,False,True,216,W,112TH,PL,60628.0,1176837.65848848,1830343.58462439,34.0,5.0,49.0,41.68980114309458,-87.62821891742716,"(41.68980114309458, -87.62821891742715)",2012-01-18,49
Vacant/Abandoned Building,12-00078289,01/18/2012,Front,,Open,FRONT,Vacant,True,False,1833,N,ST LOUIS,AVE,60647.0,1152969.05276932,1912037.03207197,26.0,14.0,22.0,41.91448254429691,-87.71344598679491,"(41.91448254429691, -87.7134459867949)",2012-01-18,22
Vacant/Abandoned Building,12-00078385,01/18/2012,Rear,,Open,DOORS AND WINDOWS.,Vacant,False,True,4741,S,KARLOV,AVE,60632.0,1149826.22072926,1872876.22899091,14.0,8.0,57.0,41.80708234032507,-87.72601008663412,"(41.807082340325074, -87.72601008663412)",2012-01-18,57
Vacant/Abandoned Building,12-00078551,01/18/2012,Front,,Open,REAR,Vacant,False,False,10610,S,PARNELL,AVE,60628.0,1174511.41562182,1834532.4733861,34.0,22.0,49.0,41.70134802332994,-87.63661124990784,"(41.701348023329935, -87.63661124990784)",2012-01-18,49
Vacant/Abandoned Building,12-00078593,01/18/2012,Front,,Open,UNK,Vacant,False,True,8900,S,EGGLESTON,AVE,60620.0,1174856.7231982,1845925.11706647,21.0,22.0,71.0,41.7326033584546,-87.63500849449333,"(41.73260335845459, -87.63500849449333)",2012-01-18,71
Vacant/Abandoned Building,12-00078652,01/18/2012,,,,,,,,28,E,69TH,ST,60637.0,1177772.54462688,1859280.85447309,20.0,3.0,69.0,41.769187650722216,-87.623923178362,"(41.769187650722216, -87.62392317836202)",2012-01-18,69
Vacant/Abandoned Building,12-00078657,01/18/2012,,,,,,,,5756,S,LA SALLE,ST,60621.0,1176283.97560563,1866704.6184935002,20.0,2.0,68.0,41.78959281221424,-87.62915670285469,"(41.78959281221424, -87.62915670285469)",2012-01-18,68
Vacant/Abandoned Building,12-00078736,01/18/2012,Front,,Open,"WINDOWS ARE OPEN. THIS BUILDING IS ACROSS THE STREET FROM AN ELEMENTARY SCHOOL. DUE TO IT'S PROXIMITY TO AN ELEMENTARY SCHOOL, THIS BUILDING REPRESENTS A DANGER TO THE COMMUNITY CHILDREN.",Vacant,False,True,4843,S,KOMENSKY,AVE,60632.0,1150179.8568825,1872203.34363174,14.0,8.0,57.0,41.80522897984547,-87.72473051772317,"(41.80522897984547, -87.72473051772319)",2012-01-18,57
Vacant/Abandoned Building,12-00078839,01/18/2012,Front,,Open,ALL AROUND,Vacant,False,True,5410,S,BISHOP,ST,60609.0,1167586.00033174,1868867.95707505,16.0,9.0,61.0,41.795720336477814,-87.66098743257277,"(41.79572033647781, -87.66098743257277)",2012-01-18,61
Vacant/Abandoned Building,12-00078867,01/18/2012,Front,,Open,,Vacant,False,True,239,W,107TH,ST,60628.0,1176572.78390416,1833985.90026847,34.0,5.0,49.0,41.699802138032496,-87.62907959597462,"(41.699802138032496, -87.62907959597463)",2012-01-18,49
Vacant/Abandoned Building,12-00079177,01/18/2012,,,,,,,,2000,W,69TH,ST,60636.0,1164216.24773036,1858900.85210107,17.0,7.0,67.0,41.76844095861192,-87.67362490525043,"(41.76844095861192, -87.67362490525043)",2012-01-18,67
Vacant/Abandoned Building,12-00079180,01/18/2012,,,,,,,,6912,S,LOWE,AVE,60621.0,1173159.49001133,1859056.99102809,6.0,7.0,68.0,41.76867650992392,-87.6408390015629,"(41.76867650992392, -87.64083900156291)",2012-01-18,68
Vacant/Abandoned Building,12-00079207,01/18/2012,,,,,,,,5523,S,HAMILTON,AVE,60636.0,1162973.25987721,1867903.28449457,15.0,7.0,67.0,41.79317090762538,-87.67792956883106,"(41.79317090762538, -87.67792956883106)",2012-01-18,67
Vacant/Abandoned Building,12-00079425,01/18/2012,,,,,,,,137,E,107TH,ST,60628.0,1179162.28992373,1834052.12957089,9.0,5.0,49.0,41.69992538308987,-87.61959595397651,"(41.69992538308987, -87.61959595397651)",2012-01-18,49
Vacant/Abandoned Building,12-00079479,01/18/2012,Front,,Open,NOT BOARDED UP AT ALL,Vacant,False,False,4240,W,GLADYS,AVE,60624.0,1148178.47142235,1898017.1503168,28.0,11.0,26.0,41.876104157420734,-87.73140737064026,"(41.876104157420734, -87.73140737064027)",2012-01-18,26
Vacant/Abandoned Building,12-00079551,01/18/2012,Front,,Open,BACK DOOR IS OPEN,Vacant,False,True,8709,S,ESCANABA,AVE,60617.0,1196898.68986983,1847782.67441225,10.0,4.0,46.0,41.73718152689218,-87.55419867504149,"(41.73718152689218, -87.55419867504149)",2012-01-18,46
Vacant/Abandoned Building,12-00079739,01/18/2012,Front,,Open,,Vacant,False,True,3985,S,ELLIS,AVE,60653.0,1183043.94800736,1878651.4482939,4.0,21.0,36.0,41.822221245074466,-87.60399848303294,"(41.82222124507446, -87.60399848303294)",2012-01-18,36
Vacant/Abandoned Building,12-00080933,01/19/2012,,,,,,,,3022,N,LOTUS,AVE,60641.0,1139510.67393398,1919559.14391901,31.0,25.0,19.0,41.935380310912116,-87.76270677785416,"(41.93538031091212, -87.76270677785416)",2012-01-19,19
Vacant/Abandoned Building,12-00081008,01/19/2012,Rear,,Open,REAR DOORS,Vacant,False,True,3052,W,FLOURNOY,ST,60612.0,1156121.83771322,1896875.30920461,28.0,11.0,27.0,41.87281426073453,-87.7022727607288,"(41.872814260734536, -87.70227276072879)",2012-01-19,27
Vacant/Abandoned Building,12-00081051,01/19/2012,,,,,,,,6226,W,WABANSIA,AVE,60639.0,1134525.67310782,1910645.2681924999,29.0,25.0,25.0,41.91100917674707,-87.78123813411597,"(41.91100917674707, -87.78123813411597)",2012-01-19,25
Vacant/Abandoned Building,12-00081270,01/19/2012,Front,,Open,,Vacant,False,True,4348,W,WILCOX,ST,60624.0,1147424.99799361,1898982.28599017,28.0,11.0,26.0,41.878767069217034,-87.73414915048728,"(41.87876706921703, -87.7341491504873)",2012-01-19,26
Vacant/Abandoned Building,12-00081401,01/19/2012,,,,,,,,1413,S,KOSTNER,AVE,60623.0,1147278.91071418,1892922.45106641,24.0,10.0,29.0,41.862140950045706,-87.73484069643129,"(41.86214095004571, -87.73484069643129)",2012-01-19,29
Vacant/Abandoned Building,12-00081403,01/19/2012,,,,,,,,343,W,108TH,PL,60628.0,1175958.70363426,1832974.89362988,34.0,5.0,49.0,41.69704154511752,-87.63135826375454,"(41.697041545117514, -87.63135826375454)",2012-01-19,49
Vacant/Abandoned Building,12-00081535,01/19/2012,Front,,Open,FRONT AND BACK,Vacant,False,True,6640,S,DAMEN,AVE,60636.0,1164171.97293058,1860619.49396779,15.0,7.0,67.0,41.773158077449224,-87.67373888131803,"(41.77315807744923, -87.67373888131803)",2012-01-19,67
Vacant/Abandoned Building,12-00081553,01/19/2012,,,,,,,,5958,S,WASHTENAW,AVE,60629.0,1159395.6984783001,1865036.76478323,16.0,8.0,66.0,41.785378881558216,-87.69112671144856,"(41.78537888155822, -87.69112671144855)",2012-01-19,66
Vacant/Abandoned Building,12-00081940,01/19/2012,Front,,Open,SIDE DOOR AND REAR WINDOW,Vacant,False,True,6808,S,JUSTINE,ST,60636.0,1167177.43491854,1859580.04446898,17.0,7.0,67.0,41.77024191182785,-87.66275128045376,"(41.770241911827846, -87.66275128045375)",2012-01-19,67
Vacant/Abandoned Building,12-00082021,01/19/2012,Front,,Open,,Vacant,False,True,8027,S,ESCANABA,AVE,60617.0,1196893.40942378,1852301.73738693,7.0,4.0,46.0,41.74958231520557,-87.554068090127,"(41.74958231520557, -87.55406809012702)",2012-01-19,46
Vacant/Abandoned Building,12-00082164,01/19/2012,Front,,Open,,Vacant,False,False,8022,S,ESCANABA,AVE,60617.0,1196892.60942378,1852335.23738693,7.0,4.0,46.0,41.74967426156827,-87.55406990980364,"(41.74967426156827, -87.55406990980364)",2012-01-19,46
Vacant/Abandoned Building,12-00082417,01/19/2012,Garage,,Open,DOOR AND OVERHEAD DOOR,Vacant,False,True,7248,S,UNIVERSITY,AVE,60619.0,1185135.78006788,1857183.59076577,5.0,3.0,69.0,41.763262735146256,-87.5969991318286,"(41.763262735146256, -87.5969991318286)",2012-01-19,69
Vacant/Abandoned Building,12-00082475,01/19/2012,,,,,,,,2531,W,24TH,ST,60608.0,1159907.55391337,1887991.13221023,12.0,10.0,30.0,41.848357965109045,-87.68861855164211,"(41.848357965109045, -87.68861855164211)",2012-01-19,30
Vacant/Abandoned Building,12-00082476,01/19/2012,,,,,,,,1033,N,LAWNDALE,AVE,60651.0,1151524.77210708,1906636.93648457,27.0,11.0,23.0,41.89969269275271,-87.71889420457667,"(41.89969269275271, -87.71889420457667)",2012-01-19,23
Vacant/Abandoned Building,12-00082769,01/19/2012,Front,,Open,FRONT,Vacant,False,False,11350,S,MICHIGAN,AVE,60628.0,1178821.79543185,1829629.27990465,9.0,5.0,49.0,41.68779618979463,-87.62097662960691,"(41.687796189794625, -87.62097662960691)",2012-01-19,49
Vacant/Abandoned Building,12-00082812,01/19/2012,Garage,,Open,GARAGE DOOR,Vacant,False,True,7159,S,ARTESIAN,AVE,60629.0,1161280.36168726,1857111.12931588,18.0,8.0,66.0,41.763590991513475,-87.68443590317051,"(41.763590991513475, -87.68443590317052)",2012-01-19,66
Vacant/Abandoned Building,12-00083268,01/19/2012,,,,,,,,8500,S,INGLESIDE,AVE,60619.0,1184035.93783157,1848826.10161758,8.0,6.0,44.0,41.74035469049365,-87.60129084209689,"(41.74035469049365, -87.60129084209687)",2012-01-19,44
Vacant/Abandoned Building,12-00083343,01/19/2012,Front,,Open,,Vacant,False,False,5646,N,MENARD,AVE,60646.0,1136548.00052478,1937173.38373126,45.0,16.0,11.0,41.983769078600346,-87.77317176232295,"(41.983769078600346, -87.77317176232293)",2012-01-19,11
Vacant/Abandoned Building,12-00083851,01/19/2012,Front,,Open,WHOLE BUILDING,Vacant,False,True,605,N,LATROBE,AVE,60644.0,1141256.06017514,1903498.96579461,28.0,15.0,25.0,41.89127734882743,-87.75668913136656,"(41.89127734882743, -87.75668913136657)",2012-01-19,25
Vacant/Abandoned Building,12-00083861,01/19/2012,Front,,Open,WHOLE BUILDING,Vacant,False,True,611,N,LATROBE,AVE,60644.0,1141254.66017514,1903538.76579461,28.0,15.0,25.0,41.891386590668525,-87.75669329066584,"(41.89138659066852, -87.75669329066585)",2012-01-19,25
Vacant/Abandoned Building,12-00083876,01/19/2012,Front,,Open,REAR,Vacant,False,True,4410,W,FULTON,ST,60624.0,1146938.11002118,1901385.92999627,28.0,11.0,26.0,41.88537225950729,-87.73587548310604,"(41.885372259507285, -87.73587548310604)",2012-01-19,26
Vacant/Abandoned Building,12-00083890,01/19/2012,Front,,Open,REAR,Vacant,False,True,4739,W,ADAMS,ST,60644.0,1144824.25182175,1898706.08818956,28.0,11.0,25.0,41.878058576443,-87.74370565475184,"(41.878058576442996, -87.74370565475185)",2012-01-19,25
Vacant/Abandoned Building,12-00083937,01/19/2012,Front,,Open,WHOLE BUILDING,Vacant,True,True,4026,W,GLADYS,AVE,60624.0,1149607.44287347,1898051.23787324,28.0,11.0,26.0,41.876170077985456,-87.72615975416849,"(41.876170077985456, -87.72615975416848)",2012-01-19,26
Vacant/Abandoned Building,12-00083970,01/19/2012,Front,,Open,ALL WINDOWS AND DOORS,Vacant,False,True,6351,S,FRANCISCO,AVE,60629.0,1158138.41417305,1862389.83561938,15.0,8.0,66.0,41.77814100725149,-87.69580847220553,"(41.77814100725149, -87.69580847220551)",2012-01-19,66
Vacant/Abandoned Building,12-00084017,01/19/2012,,,,,,,,1056,N,LECLAIRE,AVE,60651.0,1142168.1073148001,1906554.60328721,37.0,15.0,25.0,41.899645508935045,-87.75326370372456,"(41.89964550893505, -87.75326370372456)",2012-01-19,25
Vacant/Abandoned Building,12-00084209,01/19/2012,Front,,Open,OPEN AND UNSECURED,Vacant,False,True,7800,S,EXCHANGE,AVE,60649.0,1196763.54783194,1853801.65653286,7.0,4.0,43.0,41.75370142985207,-87.55449419226206,"(41.75370142985207, -87.55449419226207)",2012-01-19,43
Vacant/Abandoned Building,12-00084406,01/19/2012,Front,,Open,ALL,Vacant,False,False,4453,S,SHIELDS,AVE,60609.0,1174721.62906598,1875322.2192768,3.0,9.0,37.0,41.813275335258346,-87.63462846477888,"(41.813275335258346, -87.63462846477887)",2012-01-19,37
Vacant/Abandoned Building,12-00084591,01/19/2012,Rear,,Open,,Vacant,False,True,6721,S,ST LAWRENCE,AVE,60637.0,1181392.17270842,1860580.42981008,20.0,3.0,42.0,41.77267112257306,-87.61061541409218,"(41.772671122573065, -87.61061541409218)",2012-01-19,42
Vacant/Abandoned Building,12-00127549,01/30/2012,,,,,,,,3000,W,ARMITAGE,AVE,60647.0,1155957.19750837,1913136.27462544,35.0,14.0,22.0,41.91743916642398,-87.70243823227061,"(41.91743916642398, -87.7024382322706)",2012-01-30,22
Vacant/Abandoned Building,12-00086179,01/20/2012,Front,,Open,FRONT AND BACK DOORS OF TWO STORY BUILDING,Vacant,False,True,728,N,ST LOUIS,AVE,60624.0,1152916.58760492,1904634.30477024,27.0,11.0,23.0,41.89416980935096,-87.71383514300328,"(41.894169809350956, -87.71383514300327)",2012-01-20,23
Vacant/Abandoned Building,12-00086447,01/20/2012,Front,,Open,REAR/DOORS,Vacant,True,True,4230,W,MAYPOLE,AVE,60624.0,1148148.86286819,1901117.59656764,28.0,11.0,26.0,41.88461270512109,-87.7314362464382,"(41.884612705121086, -87.73143624643821)",2012-01-20,26
Vacant/Abandoned Building,12-00086556,01/20/2012,Front,,Open,,Vacant,False,False,12128,S,EMERALD,AVE,60628.0,1173505.23018225,1824440.82918739,34.0,5.0,53.0,41.67367724477314,-87.6405927101066,"(41.67367724477314, -87.6405927101066)",2012-01-20,53
Vacant/Abandoned Building,12-00086560,01/20/2012,Front,,Open,REAR,Vacant,False,False,6423,S,RHODES,AVE,60637.0,1181006.04273002,1862543.24607061,20.0,3.0,42.0,41.778066178391526,-87.61197049450668,"(41.77806617839152, -87.61197049450668)",2012-01-20,42
Vacant/Abandoned Building,12-00086808,01/20/2012,Front,,Boarded,,Vacant,False,True,7737,S,BENNETT,AVE,60649.0,1190212.30259532,1854046.38690815,8.0,4.0,43.0,41.75453322569829,-87.57849388807594,"(41.75453322569829, -87.57849388807593)",2012-01-20,43
Vacant/Abandoned Building,12-00087015,01/20/2012,,,,,,,,2612,S,HARDING,AVE,60623.0,1150462.39323429,1886350.75033427,22.0,10.0,30.0,41.844045902657,-87.72332587676476,"(41.844045902657, -87.72332587676475)",2012-01-20,30
Vacant/Abandoned Building,12-00087035,01/20/2012,Front,,Open,ALL OVER,Vacant,False,False,4342,W,21ST,PL,60623.0,1147769.65561229,1889401.52888082,24.0,10.0,29.0,41.85246969459081,-87.73312957611937,"(41.85246969459081, -87.73312957611938)",2012-01-20,29
Vacant/Abandoned Building,12-00087767,01/20/2012,Rear,,Open,REAR,Vacant,False,True,4402,W,FULTON,ST,60624.0,1146992.11002118,1901387.12999627,28.0,11.0,26.0,41.885374520603634,-87.73567715255217,"(41.88537452060363, -87.73567715255217)",2012-01-20,26
Vacant/Abandoned Building,12-00088402,01/20/2012,Front,,Open,"FRONT, BACK AND SIDES",Vacant,False,False,1509,S,KEDVALE,AVE,60623.0,1148964.15441809,1892328.00081147,24.0,10.0,29.0,41.8604773017399,-87.72866972652548,"(41.8604773017399, -87.72866972652548)",2012-01-20,29
Vacant/Abandoned Building,12-00088555,01/20/2012,Front,,Open,"FRONT, BACK AND SIDES",Vacant,False,False,1658,S,CHRISTIANA,AVE,60623.0,1154312.60968673,1891224.70300563,24.0,10.0,29.0,41.85734468539213,-87.70906616746609,"(41.857344685392135, -87.7090661674661)",2012-01-20,29
Vacant/Abandoned Building,12-00089032,01/20/2012,Front,,Open,"FRONT, BACK AND SIDES",Vacant,False,False,3926,W,VAN BUREN,ST,60624.0,1150284.60339953,1897735.31541221,24.0,11.0,26.0,41.87528997919733,-87.72368167307226,"(41.87528997919733, -87.72368167307226)",2012-01-20,26
Vacant/Abandoned Building,12-00089417,01/20/2012,Rear,,Open,REAR WINDOW OPEN,Vacant,False,True,6737,S,ARTESIAN,AVE,60629.0,1161202.07923278,1859911.64510125,15.0,8.0,66.0,41.77127762921384,-87.68464541307543,"(41.77127762921384, -87.68464541307542)",2012-01-20,66
Vacant/Abandoned Building,12-00089877,01/20/2012,Front,,Open,FRONT & BACK,Vacant,False,True,10041,S,YALE,AVE,60628.0,1176386.30111235,1838356.50857963,9.0,5.0,49.0,41.71179989040158,-87.62963164201383,"(41.71179989040158, -87.62963164201383)",2012-01-20,49
Vacant/Abandoned Building,12-00089916,01/20/2012,,,,,,,,1038,W,31ST,PL,60608.0,1169901.88000448,1883951.03996827,11.0,9.0,60.0,41.83705983806573,-87.65205649222527,"(41.837059838065734, -87.65205649222526)",2012-01-20,60
Vacant/Abandoned Building,12-00089930,01/20/2012,,,,,,,,3309,S,CARPENTER,ST,60608.0,1169854.16657214,1882878.72062876,11.0,9.0,60.0,41.834118332534665,-87.65226277009438,"(41.834118332534665, -87.65226277009438)",2012-01-20,60
Vacant/Abandoned Building,12-00089968,01/20/2012,,,,,,,,7139,S,CORNELL,AVE,60649.0,1188469.79826661,1857956.13280021,8.0,3.0,43.0,41.76530369123209,-87.58475485304363,"(41.76530369123209, -87.58475485304363)",2012-01-20,43
Vacant/Abandoned Building,12-00089969,01/20/2012,,,,,,,,6333,S,ELLIS,AVE,60637.0,1184144.57009557,1863212.83517311,20.0,3.0,42.0,41.77983076847657,-87.60044375220404,"(41.77983076847657, -87.60044375220403)",2012-01-20,42
Vacant/Abandoned Building,12-00089979,01/20/2012,,,,,,,,520,E,45TH,ST,60653.0,1180563.08996564,1875294.88129472,3.0,2.0,38.0,41.8130679887486,-87.61320274974555,"(41.8130679887486, -87.61320274974557)",2012-01-20,38
Vacant/Abandoned Building,12-00091180,01/21/2012,Front,,Open,FRONT,Vacant,False,False,7011,S,PAULINA,ST,60636.0,1166222.50659052,1858209.50808539,17.0,7.0,67.0,41.766501355550645,-87.66629062402845,"(41.76650135555064, -87.66629062402845)",2012-01-21,67
Vacant/Abandoned Building,12-00091200,01/21/2012,Front,,Open,FRONT,Vacant,False,False,1444,W,73RD,ST,60636.0,1167820.42457976,1856334.04130713,17.0,7.0,67.0,41.761320672655614,-87.66048741783871,"(41.76132067265561, -87.6604874178387)",2012-01-21,67
Vacant/Abandoned Building,12-00091952,01/21/2012,Rear,,Open,FRONT AND REAR,Vacant,False,True,8908,S,EMERALD,AVE,60620.0,1172867.59388928,1845840.49356587,21.0,22.0,71.0,41.732415195727356,-87.64229803262234,"(41.73241519572735, -87.64229803262234)",2012-01-21,71
Vacant/Abandoned Building,12-00092349,01/22/2012,Front,,Open,FRONT/REAR,Vacant,False,False,7925,S,COLFAX,AVE,60617.0,1194892.8925343,1852923.08988943,7.0,4.0,46.0,41.75133684022373,-87.5613782266835,"(41.75133684022373, -87.5613782266835)",2012-01-22,46
Vacant/Abandoned Building,12-00092350,01/22/2012,Front,,Open,FRONT/REAR,Vacant,False,False,7927,S,COLFAX,AVE,60617.0,1194893.1925343,1852909.68988943,7.0,4.0,46.0,41.751300062192634,-87.56137756792404,"(41.75130006219263, -87.56137756792405)",2012-01-22,46
Vacant/Abandoned Building,12-00092551,01/22/2012,Front,,Open,FRONT DOOR AND BASEMENT WINDOW,Vacant,False,False,5038,W,CORNELIA,AVE,60641.0,1142143.13420075,1922800.1170251998,38.0,16.0,15.0,41.94422536433128,-87.75295158219005,"(41.944225364331274, -87.75295158219006)",2012-01-22,15
Vacant/Abandoned Building,12-00092598,01/22/2012,Front,,Open,,Vacant,False,True,4401,S,UNION,AVE,60609.0,1172364.92679908,1875700.08992161,11.0,9.0,61.0,41.81436450533865,-87.64326178960012,"(41.81436450533865, -87.64326178960012)",2012-01-22,61
Vacant/Abandoned Building,12-00092618,01/22/2012,Front,,Open,,Occupied,False,True,10744,S,HOXIE,AVE,60617.0,1195225.55729977,1834275.87749158,10.0,4.0,51.0,41.70015902090881,-87.56077246344496,"(41.70015902090881, -87.56077246344496)",2012-01-22,51
Vacant/Abandoned Building,12-00092891,01/22/2012,Front,,Open,,Vacant,False,False,819,N,KILDARE,AVE,60651.0,1147558.62000462,1905224.88000276,37.0,11.0,23.0,41.89589488361664,-87.73349828524765,"(41.895894883616634, -87.73349828524765)",2012-01-22,23
Vacant/Abandoned Building,12-00092927,01/22/2012,Front,,Open,REAR,Vacant,False,True,909,N,DRAKE,AVE,60651.0,1152547.24452456,1905831.09942907,27.0,11.0,23.0,41.89746124130529,-87.71515996313788,"(41.89746124130529, -87.71515996313788)",2012-01-22,23
Vacant/Abandoned Building,12-00092936,01/22/2012,Front,,Open,FRONT DOOR IS OPEN,Vacant,False,True,5523,S,ABERDEEN,ST,60621.0,1169925.97359243,1868075.41672234,16.0,7.0,68.0,41.79349497465192,-87.65242967698127,"(41.79349497465192, -87.65242967698128)",2012-01-22,68
Vacant/Abandoned Building,12-00093647,01/23/2012,Front,,Open,FRONT,Vacant,False,True,4120,W,POTOMAC,AVE,60651.0,1148676.57790159,1908342.90698647,37.0,25.0,23.0,41.90442955087107,-87.72931159879944,"(41.90442955087107, -87.72931159879943)",2012-01-23,23
Vacant/Abandoned Building,12-00093957,01/23/2012,Front,,Open,FRONT,Vacant,False,True,5433,S,BISHOP,ST,60609.0,1167590.10033174,1868714.25707505,16.0,9.0,61.0,41.79529847769077,-87.66097680598223,"(41.795298477690764, -87.66097680598224)",2012-01-23,61
Vacant/Abandoned Building,12-00094244,01/23/2012,Front,,Open,,Vacant,False,False,10743,S,NORMAL,AVE,60628.0,1174865.40489519,1833656.21052656,34.0,22.0,49.0,41.69893556251822,-87.63534106575806,"(41.69893556251823, -87.63534106575806)",2012-01-23,49
Vacant/Abandoned Building,12-00094307,01/23/2012,Front,,Boarded,,Vacant,False,False,6627,S,CARPENTER,ST,60621.0,1170453.95801834,1860869.16891347,17.0,7.0,68.0,41.77370869663018,-87.65070339080515,"(41.77370869663018, -87.65070339080516)",2012-01-23,68
Vacant/Abandoned Building,12-00094671,01/23/2012,Front,,Open,,Vacant,False,False,1665,E,79TH,ST,60649.0,1188756.15002811,1852930.89106696,8.0,4.0,46.0,41.7515071380144,-87.58386576843843,"(41.7515071380144, -87.58386576843843)",2012-01-23,43
Vacant/Abandoned Building,12-00094701,01/23/2012,Front,,Open,FRONT AND WINDOWS UNLOCKED,Vacant,False,True,7123,S,SEELEY,AVE,60636.0,1163924.95000238,1857417.17002704,17.0,7.0,67.0,41.76437565551785,-87.67473429891916,"(41.764375655517846, -87.67473429891916)",2012-01-23,67
Vacant/Abandoned Building,12-00094839,01/23/2012,Front,,Open,FRONT AND REAR,Vacant,False,True,1753,W,59TH,ST,60636.0,1165579.8499076,1865564.4519159,15.0,7.0,67.0,41.78669793238196,-87.66843777258137,"(41.78669793238196, -87.66843777258137)",2012-01-23,67
Vacant/Abandoned Building,12-00094845,01/23/2012,Front,,Open,,Vacant,False,False,6810,S,WINCHESTER,AVE,60636.0,1164531.1098848998,1859503.82791917,17.0,7.0,67.0,41.77008897331413,-87.67245379529233,"(41.770088973314124, -87.67245379529233)",2012-01-23,67
Vacant/Abandoned Building,12-00094884,01/23/2012,Front,,Open,FRONT PORCH---BOARD TORN OFF WINDOW,Vacant,False,False,5428,S,WINCHESTER,AVE,60609.0,1164278.37722702,1868676.94336724,16.0,9.0,61.0,41.79526652041565,-87.6731220348085,"(41.79526652041565, -87.6731220348085)",2012-01-23,61
Vacant/Abandoned Building,12-00095291,01/23/2012,Front,,Open,,Vacant,False,True,1226,W,108TH,PL,60643.0,1170079.15220722,1832833.50010219,34.0,22.0,75.0,41.696783020708814,-87.65288987804333,"(41.696783020708814, -87.65288987804333)",2012-01-23,75
Vacant/Abandoned Building,12-00095649,01/23/2012,Rear,,Open,REAR DOOR,Vacant,False,True,2111,W,71ST,ST,60636.0,1163457.18506607,1857560.28909575,17.0,7.0,67.0,41.76477820968303,-87.67644477784296,"(41.76477820968303, -87.67644477784297)",2012-01-23,67
Vacant/Abandoned Building,12-00095719,01/23/2012,Front,,Open,BROKEN,Vacant,False,True,4342,N,KEELER,AVE,60641.0,1147619.99301898,1928529.15921602,38.0,17.0,16.0,41.95984279136154,-87.73267327490406,"(41.95984279136154, -87.73267327490407)",2012-01-23,16
Vacant/Abandoned Building,12-00095958,01/23/2012,Front,,Open,REAR,Vacant,False,True,647,N,HOMAN,AVE,60624.0,1153596.24331278,1904108.38167064,27.0,11.0,23.0,41.892713131922655,-87.71135296851313,"(41.892713131922655, -87.71135296851313)",2012-01-23,23
Vacant/Abandoned Building,12-00095972,01/23/2012,Front,,Open,,Vacant,False,False,1724,N,DRAKE,AVE,60647.0,1152549.00818311,1911325.78922079,26.0,14.0,23.0,41.91253915063711,-87.71500801546775,"(41.91253915063711, -87.71500801546773)",2012-01-23,23
Vacant/Abandoned Building,12-00097032,01/23/2012,Front,,Boarded,FRONT BOARD MISSING,Vacant,False,True,5454,N,LINDER,AVE,60630.0,1138519.29660445,1935926.66349114,45.0,16.0,11.0,41.98031236937248,-87.76595192684192,"(41.98031236937248, -87.76595192684192)",2012-01-23,11
Vacant/Abandoned Building,12-00097108,01/23/2012,Front,,Open,FRONT,Vacant,False,False,6916,S,MARSHFIELD,AVE,60636.0,1166536.40509344,1858845.84798938,17.0,7.0,67.0,41.76824087094509,-87.66512194538501,"(41.76824087094509, -87.66512194538502)",2012-01-23,67
Vacant/Abandoned Building,12-00097133,01/23/2012,,,,,,,,429,N,CENTRAL,AVE,60644.0,1138963.25463375,1902357.2014223998,28.0,15.0,25.0,41.88818617772584,-87.76513739939169,"(41.88818617772584, -87.76513739939168)",2012-01-23,25
Vacant/Abandoned Building,12-00097291,01/23/2012,Rear,,Open,,Vacant,False,True,2012,W,69TH,PL,60636.0,1164144.43231873,1858568.30010064,17.0,7.0,67.0,41.767529901474624,-87.67389749034969,"(41.767529901474624, -87.67389749034969)",2012-01-23,67
Vacant/Abandoned Building,12-00097507,01/23/2012,Front,,Open,BACK DOOR,Vacant,False,False,4250,S,LOOMIS,ST,60609.0,1167710.27059424,1876562.33338312,11.0,9.0,61.0,41.81683189553638,-87.66031077949951,"(41.81683189553638, -87.66031077949951)",2012-01-23,61
